Surname,Pays,Sexe,Age,Score_Credit,Avoirs,Revenus_annuels,Carte_Platine,Nb_Contrats_Vie,Client_Patrimonial,Anciennete,Resiliation
Shih,Germany,Male,43.0,533.0,170884.12,35074.84,0.0,2.0,1.0,13.0,0
Ifeanyichukwu,France,Male,45.0,725.0,269710.64,58437.3,0.0,1.0,0.0,4.0,0
Artemyeva,Spain,Male,26.0,630.0,10000.0,23313.28,1.0,2.0,1.0,22.0,0
Scott,France,Female,27.0,432.0,134679.62,117749.34,0.0,2.0,0.0,19.0,0
Stevenson,France,Male,29.0,736.0,10000.0,113410.02,0.0,2.0,0.0,13.0,0
Mitchell,France,Female,,690.0,10000.0,251024.16,,2.0,1.0,16.0,0
Spencer,Spain,Female,64.0,676.0,243908.64,192298.96,1.0,1.0,1.0,,0
Louis,France,Male,32.0,648.0,,244646.62,0.0,1.0,1.0,1.0,0
Gilbert,France,Male,37.0,754.0,10000.0,242283.44,1.0,1.0,1.0,19.0,0
Pirogov,France,Male,41.0,725.0,237960.42,243408.5,1.0,1.0,1.0,22.0,0
Costa,Germany,Male,37.0,,246101.58,114602.3,0.0,1.0,1.0,19.0,0
Chinwenma,France,Female,27.0,581.0,214516.22,399363.2,1.0,2.0,0.0,16.0,0
Nebechi,France,Male,44.0,571.0,10000.0,86866.7,0.0,2.0,0.0,28.0,0
Woronoff,France,Male,40.0,,10000.0,211455.36,0.0,2.0,0.0,16.0,0
Cowen,France,Female,30.0,646.0,10000.0,37870.64,1.0,,0.0,16.0,0
Onuchukwu,France,Female,25.0,602.0,10000.0,212548.34,1.0,2.0,1.0,1.0,0
Trevisano,Spain,Male,32.0,796.0,215546.3,245665.76,0.0,2.0,1.0,16.0,0
Abbie,France,Female,31.0,818.0,383592.74,366505.26,0.0,1.0,0.0,,0
Boyle,Spain,Female,30.0,627.0,10000.0,236816.94,1.0,1.0,1.0,19.0,0
Pan,Germany,Male,58.0,679.0,261701.06,184016.34,1.0,2.0,1.0,25.0,0
Sun,Spain,Male,35.0,676.0,10000.0,289823.16,0.0,,0.0,1.0,0
Buccho,France,Male,42.0,,279873.94,280357.82,0.0,2.0,0.0,,0
Tsui,,Male,42.0,679.0,10000.0,153646.3,0.0,2.0,0.0,4.0,0
McKay,Spain,Female,,679.0,10000.0,133523.53999999998,0.0,2.0,1.0,28.0,0
Walton,Spain,Female,57.0,519.0,248070.7,69743.58,1.0,2.0,1.0,7.0,0
Gibson,France,Male,36.0,658.0,358120.92,199851.24,1.0,1.0,1.0,25.0,0
Bremer,Germany,Female,42.0,579.0,285120.76,180848.68,1.0,2.0,1.0,10.0,0
Brookes,France,Female,27.0,553.0,10000.0,329600.32,0.0,2.0,0.0,10.0,0
Monaldo,Germany,Female,37.0,730.0,,247183.34,1.0,1.0,0.0,16.0,0
Parsons,Germany,Female,36.0,785.0,209613.7,83953.04,0.0,1.0,1.0,7.0,0
Verco,France,Female,35.0,571.0,10000.0,179138.26,0.0,2.0,0.0,25.0,0
Somerville,France,Female,31.0,759.0,229697.2,94025.1,1.0,1.0,1.0,4.0,0
Tisdall,Germany,Female,32.0,512.0,256807.7,170240.38,1.0,2.0,0.0,7.0,0
Fries,Spain,Female,31.0,625.0,10000.0,313687.08,1.0,2.0,0.0,25.0,0
Sopuluchukwu,,Female,25.0,677.0,10000.0,369217.92,1.0,2.0,0.0,10.0,0
Jones,France,Female,,610.0,184524.8,375440.14,1.0,2.0,0.0,13.0,0
Levan,France,Male,37.0,823.0,339716.36,357033.42,1.0,1.0,1.0,16.0,0
Ibezimako,Germany,Male,43.0,769.0,230365.08,185074.64,1.0,,1.0,13.0,0
Ahmed,Spain,Female,35.0,661.0,,295252.98,1.0,1.0,0.0,16.0,0
Chibugo,Spain,Male,58.0,703.0,195861.84,180297.56,0.0,1.0,1.0,13.0,0
Booth,France,Male,44.0,613.0,10000.0,282983.44,0.0,2.0,1.0,10.0,0
Jefferson,France,Male,33.0,657.0,178619.14,217828.8,0.0,2.0,0.0,4.0,0
Akubundu,France,Female,30.0,608.0,10000.0,267751.72,1.0,2.0,0.0,25.0,0
Maitland,France,Male,24.0,691.0,10000.0,195622.4,1.0,2.0,1.0,19.0,0
Hayes-Williams,France,Female,39.0,809.0,10000.0,165411.5,1.0,1.0,0.0,16.0,0
Osinachi,France,Female,40.0,795.0,213782.2,376089.72,1.0,1.0,1.0,7.0,0
McElyea,,Female,,554.0,10000.0,90640.6,1.0,,1.0,28.0,0
Asher,France,Male,37.0,,206373.4,356773.9,0.0,1.0,,16.0,0
Chiagoziem,France,Male,32.0,510.0,,102255.4,1.0,,1.0,28.0,0
Chamberlin,Germany,Male,36.0,774.0,271619.54000000004,314580.56,1.0,1.0,0.0,28.0,0
Tung,France,Female,34.0,655.0,10000.0,329277.54,1.0,2.0,0.0,10.0,0
Hill,,Female,,553.0,295753.96,98726.84,1.0,2.0,0.0,4.0,0
Millar,Spain,Female,26.0,542.0,10000.0,119739.08,1.0,2.0,1.0,,0
White,France,Female,46.0,,10000.0,261924.04,1.0,2.0,1.0,1.0,0
Bruno,Germany,Male,18.0,594.0,275389.46,345379.12,1.0,1.0,0.0,4.0,0
K'ung,Spain,Female,34.0,569.0,299710.68,403110.64,0.0,1.0,0.0,19.0,0
Panicucci,Germany,Male,39.0,413.0,271939.54000000004,327783.58,1.0,2.0,1.0,4.0,0
Yao,France,Female,85.0,787.0,,243075.92,1.0,2.0,1.0,31.0,0
Lira,France,Male,43.0,639.0,209221.84,384593.56,1.0,2.0,0.0,19.0,0
Golubev,,Female,30.0,710.0,277074.2,321187.48,1.0,2.0,0.0,31.0,0
Russell,France,Female,69.0,724.0,245733.84,134561.82,1.0,1.0,1.0,16.0,0
Whitehead,France,Male,51.0,586.0,287107.14,194812.44,1.0,1.0,1.0,7.0,0
Cockrum,Germany,Male,42.0,623.0,308664.96,211668.44,1.0,2.0,0.0,4.0,0
Toscano,Germany,Male,31.0,670.0,295263.08,361788.48,1.0,2.0,1.0,4.0,0
Mackay,France,Male,34.0,813.0,10000.0,96338.3,1.0,2.0,0.0,1.0,0
Sawtell,Germany,Female,36.0,655.0,254628.78,28363.32,1.0,1.0,0.0,31.0,0
Thompson,Germany,Male,28.0,594.0,380026.04,42962.24,1.0,1.0,0.0,16.0,0
Pettit,France,Female,43.0,653.0,10000.0,24661.18,1.0,2.0,1.0,19.0,0
Lucas,Germany,Female,29.0,594.0,271660.44,132097.06,1.0,1.0,0.0,10.0,0
Service,France,Male,43.0,635.0,254396.42,368289.08,0.0,2.0,1.0,31.0,0
Ricci,France,Female,51.0,762.0,208573.96,181157.26,0.0,1.0,1.0,10.0,0
Grant,Germany,,23.0,650.0,197822.6,148110.9,1.0,2.0,0.0,13.0,0
Tsui,,,38.0,850.0,215482.3,57949.7,0.0,2.0,1.0,7.0,0
Hou,France,Male,20.0,539.0,176919.72,303505.34,1.0,1.0,1.0,1.0,0
Ch'iu,,,52.0,688.0,10000.0,354067.14,1.0,2.0,1.0,4.0,0
Siciliano,France,Male,33.0,587.0,306327.14,255850.8,0.0,1.0,0.0,25.0,0
Odinakachukwu,France,Male,36.0,,180623.4,323463.82,0.0,1.0,1.0,22.0,0
Tao,Germany,Female,28.0,538.0,338730.88,,0.0,1.0,1.0,19.0,0
Horton,France,Male,51.0,733.0,293113.92,270379.06,1.0,1.0,0.0,31.0,0
Hamilton,Spain,Female,37.0,635.0,10000.0,192173.46,1.0,2.0,0.0,10.0,0
Lewis,Spain,Female,54.0,654.0,10000.0,104278.12,,2.0,1.0,16.0,0
Obiora,Spain,Male,37.0,548.0,10000.0,253527.36,1.0,1.0,0.0,13.0,0
Bennett,Germany,Male,37.0,498.0,226865.76,39730.1,1.0,2.0,1.0,25.0,0
Andrejew,France,,38.0,521.0,10000.0,112908.12,1.0,2.0,0.0,19.0,0
Tang,,Male,43.0,,10000.0,106499.76,1.0,2.0,1.0,16.0,0
Cyril,France,Female,40.0,800.0,161786.22,275124.46,1.0,2.0,0.0,10.0,0
Utz,France,Male,45.0,702.0,171587.16,64949.62,1.0,1.0,1.0,1.0,0
Hunt,,Male,41.0,643.0,265683.04000000004,354726.82,1.0,1.0,0.0,7.0,0
Fomin,France,Female,38.0,843.0,279775.06,31608.08,1.0,1.0,1.0,25.0,0
Grant,France,Female,38.0,850.0,10000.0,28030.14,1.0,2.0,0.0,7.0,0
White,France,Male,22.0,,10000.0,265174.44,0.0,2.0,0.0,25.0,0
Nnamutaezinwa,Germany,Female,38.0,539.0,174815.02,36246.82,1.0,1.0,0.0,25.0,0
Hendley,Spain,Male,37.0,747.0,10000.0,371103.52,0.0,2.0,1.0,4.0,0
Ts'ao,Spain,Male,32.0,774.0,10000.0,31208.96,1.0,2.0,0.0,28.0,0
Rippey,,Male,40.0,603.0,215666.92,87658.22,1.0,2.0,1.0,13.0,0
Browne,France,Male,31.0,,251436.56,127922.98,1.0,1.0,1.0,28.0,0
Pearce,Germany,Male,34.0,462.0,199365.12,286956.4,1.0,2.0,0.0,4.0,0
Pan,France,Male,51.0,624.0,256802.86,265650.5,1.0,2.0,1.0,31.0,0
Teng,Germany,Male,31.0,681.0,204676.38,106453.52,0.0,2.0,0.0,,0
Bykov,Spain,Female,43.0,620.0,10000.0,51340.2,1.0,2.0,0.0,7.0,0
Alekseeva,France,Male,31.0,555.0,301751.48,284982.46,1.0,1.0,0.0,,0
Udinese,France,Male,28.0,711.0,10000.0,138572.78,1.0,2.0,1.0,25.0,0
Napolitani,France,,27.0,,10000.0,71092.8,1.0,2.0,0.0,16.0,0
Cattaneo,France,Male,18.0,,362279.0,269308.44,1.0,2.0,0.0,7.0,0
Marcum,Germany,Male,37.0,684.0,286952.82,114734.58,1.0,2.0,1.0,13.0,0
Montes,France,Female,38.0,519.0,260657.12,386451.34,1.0,1.0,0.0,22.0,0
Pettit,France,Female,43.0,653.0,10000.0,24661.18,1.0,2.0,1.0,19.0,0
Hsu,Germany,Male,31.0,654.0,311187.18,220436.9,1.0,2.0,1.0,16.0,0
H?,Germany,Male,41.0,705.0,154505.28,295029.32,1.0,2.0,,13.0,0
Rishel,France,Female,22.0,561.0,383577.92,156573.6,1.0,2.0,0.0,19.0,0
Chizuoke,Spain,Male,37.0,640.0,326048.76,172596.18,1.0,1.0,0.0,,0
Lorenzo,France,Male,42.0,632.0,262231.2,211997.0,1.0,1.0,0.0,13.0,0
Genovese,Germany,Female,43.0,549.0,279971.32,22202.82,1.0,1.0,0.0,10.0,0
Manfrin,France,Female,30.0,546.0,10000.0,407086.18,0.0,2.0,1.0,16.0,0
Woods,France,Female,39.0,718.0,10000.0,300710.22,1.0,2.0,1.0,10.0,0
Hung,Spain,Male,40.0,848.0,231859.92,71753.68,1.0,1.0,1.0,10.0,0
Fernie,France,,24.0,770.0,213654.14,344512.7,1.0,1.0,0.0,28.0,0
Sinclair,France,Female,38.0,518.0,179529.58,334507.8,1.0,1.0,,31.0,0
Fu,France,Female,37.0,581.0,218510.06,183218.74,1.0,1.0,0.0,31.0,0
Russell,Germany,Male,23.0,701.0,382202.36,163222.66,1.0,2.0,1.0,16.0,0
Paterson,France,Female,39.0,850.0,307173.28,363582.54,,1.0,1.0,7.0,0
Chinagorom,France,Female,45.0,796.0,229460.44,257765.46,1.0,1.0,1.0,7.0,0
Milani,France,Male,38.0,748.0,240442.72,151913.5,0.0,1.0,1.0,13.0,0
Gorbunov,France,Male,33.0,465.0,10000.0,365337.1,1.0,2.0,0.0,25.0,0
Terry,Germany,Male,38.0,696.0,294632.28,26036.98,1.0,1.0,1.0,19.0,0
Brabyn,France,Male,38.0,844.0,233003.32,248666.76,1.0,1.0,1.0,22.0,0
Stanley,France,Male,28.0,561.0,10000.0,25594.02,1.0,,0.0,22.0,0
Iweobiegbunam,France,Male,24.0,812.0,10000.0,323812.3,1.0,2.0,1.0,31.0,0
Nwoye,Germany,Male,25.0,638.0,306090.9,239444.84,1.0,2.0,1.0,13.0,0
Gell,France,Female,,618.0,267472.78,,0.0,1.0,1.0,22.0,0
Kuo,Germany,Female,38.0,753.0,313533.42,371659.98,1.0,1.0,1.0,28.0,0
Garcia,Germany,Male,30.0,633.0,229573.64,289425.62,,2.0,1.0,7.0,0
Cremonesi,France,Female,44.0,725.0,10000.0,197555.22,0.0,1.0,1.0,31.0,0
Johnson,France,Female,29.0,535.0,10000.0,115419.1,0.0,2.0,1.0,16.0,0
McGregor,Germany,Female,25.0,813.0,257232.86,,0.0,1.0,1.0,16.0,0
Compton,France,Female,32.0,541.0,10000.0,239902.84,,1.0,1.0,13.0,0
Harriman,France,Male,31.0,554.0,10000.0,395321.1,0.0,2.0,1.0,4.0,0
Ku,France,,50.0,773.0,10000.0,268745.88,1.0,2.0,0.0,13.0,0
Hunt,Germany,Female,43.0,768.0,268528.1,48300.28,0.0,2.0,0.0,7.0,0
Marchesi,France,Male,46.0,,109025.1,276014.68,1.0,1.0,,22.0,0
Fishbourne,,Male,43.0,436.0,10000.0,81374.86,1.0,2.0,1.0,16.0,0
Nikitina,Germany,Female,30.0,640.0,74395.28,292892.02,,1.0,1.0,16.0,0
Wood,France,Male,41.0,534.0,10000.0,37742.68,1.0,2.0,0.0,28.0,0
Marchesi,France,Female,66.0,515.0,10000.0,331326.22,1.0,2.0,1.0,19.0,0
Ts'ui,Spain,Female,67.0,771.0,10000.0,112439.6,1.0,2.0,1.0,25.0,0
Carr,Germany,Female,30.0,627.0,169742.04,269653.78,1.0,2.0,,13.0,0
Booth,Germany,Male,,,295742.54,165475.72,0.0,2.0,0.0,25.0,0
Tung,Spain,Male,46.0,,331473.26,197006.04,0.0,1.0,1.0,28.0,0
Kodilinyechukwu,Spain,Female,36.0,624.0,10000.0,233211.8,1.0,2.0,,1.0,0
Bogolyubova,France,Male,44.0,696.0,333779.58,161124.94,0.0,1.0,0.0,25.0,0
Vasilieva,Spain,Male,46.0,731.0,,316030.84,1.0,2.0,0.0,31.0,0
Fleming,France,Female,26.0,655.0,222397.0,,0.0,1.0,,22.0,0
Chukwudi,France,Female,60.0,633.0,148730.5,30576.48,1.0,1.0,1.0,25.0,0
Palmer,Spain,Male,36.0,600.0,10000.0,297270.72,1.0,2.0,0.0,13.0,0
Binder,,Female,26.0,766.0,218517.6,10856.46,1.0,1.0,1.0,,0
He,Germany,Male,30.0,766.0,265572.56,67758.6,1.0,2.0,1.0,13.0,0
Johnston,France,Male,57.0,560.0,,243563.42,,2.0,1.0,1.0,0
Banks,Spain,Male,,652.0,323647.4,406503.04,1.0,2.0,0.0,,0
Mackenzie,France,Female,33.0,456.0,386571.36,126727.88,0.0,1.0,0.0,4.0,0
Winter-Irving,France,Female,67.0,708.0,10000.0,17674.16,0.0,,1.0,4.0,0
McFarland,France,Female,34.0,626.0,10000.0,85740.58,1.0,2.0,1.0,10.0,0
Conti,Spain,Female,36.0,530.0,10000.0,39443.6,1.0,2.0,1.0,7.0,0
DeRose,France,Male,39.0,492.0,10000.0,152646.46,0.0,2.0,1.0,22.0,0
T'ien,France,Female,33.0,494.0,285706.0,190547.7,0.0,1.0,1.0,4.0,0
Parkin,Spain,Male,39.0,550.0,242240.38,401276.26,1.0,2.0,1.0,7.0,0
Buley,France,Female,34.0,665.0,203291.08,352827.32,0.0,2.0,0.0,4.0,0
Watkins,Germany,Male,,627.0,267541.76,90398.02,1.0,2.0,1.0,10.0,0
Bergamaschi,France,Female,20.0,748.0,10000.0,31584.84,0.0,2.0,0.0,22.0,0
Azuka,France,Female,37.0,667.0,153573.8,145469.58,1.0,2.0,1.0,28.0,0
Russell,Germany,Male,23.0,701.0,382202.36,163222.66,1.0,2.0,1.0,16.0,0
P'eng,Spain,Female,38.0,537.0,10000.0,92467.94,0.0,2.0,1.0,4.0,0
Barnes,France,Male,,660.0,302602.62,203695.82,0.0,1.0,,22.0,0
Watts,Spain,Male,37.0,527.0,197445.46,288187.46,1.0,2.0,1.0,16.0,0
Tung,France,Male,,710.0,10000.0,335757.92,0.0,2.0,0.0,16.0,0
Lori,Germany,Male,35.0,810.0,203628.92,251022.06,1.0,2.0,1.0,,0
Renwick,Spain,,35.0,413.0,10000.0,131945.68,1.0,2.0,1.0,7.0,0
Chang,Spain,Male,,718.0,10000.0,253075.82,0.0,2.0,0.0,28.0,0
Yobanna,France,Male,29.0,450.0,244399.6,96961.26,1.0,1.0,1.0,22.0,0
Martin,Germany,Male,53.0,598.0,345545.92,283773.72,1.0,1.0,1.0,31.0,0
Fu,France,Female,40.0,665.0,10000.0,333696.06,1.0,1.0,1.0,19.0,0
Medland,,Male,44.0,850.0,235510.68,326342.72,0.0,2.0,0.0,7.0,0
Ferguson,Germany,Female,47.0,606.0,284276.4,117568.44,0.0,2.0,1.0,1.0,0
Amadi,France,Female,32.0,585.0,299411.74,352965.12,0.0,2.0,0.0,25.0,0
Austin,,Male,38.0,732.0,367575.08,401521.06,1.0,1.0,1.0,16.0,0
Calabresi,Spain,Male,35.0,670.0,258537.28,178642.06,0.0,2.0,1.0,7.0,0
Yeh,France,Male,31.0,579.0,10000.0,,0.0,1.0,1.0,,0
Chukwuemeka,Spain,Male,,813.0,284550.72,241466.32,0.0,1.0,1.0,4.0,0
Ugoji,,Male,35.0,622.0,10000.0,273545.02,1.0,2.0,,25.0,0
Hsieh,France,Male,21.0,690.0,10000.0,321565.78,1.0,2.0,1.0,25.0,0
Benjamin,Germany,Male,41.0,850.0,363916.92,261612.6,0.0,2.0,1.0,4.0,0
Creswell,Germany,Male,42.0,618.0,317144.62,163359.2,1.0,2.0,1.0,25.0,0
Johnston,France,Female,27.0,712.0,276019.02,263618.3,1.0,1.0,0.0,7.0,0
Jamieson,Germany,Male,51.0,492.0,245617.48,144622.24,1.0,2.0,1.0,25.0,0
Innes,France,Male,31.0,509.0,10000.0,40721.82,1.0,2.0,0.0,10.0,0
Munroe,France,Female,45.0,610.0,10000.0,409314.92,1.0,2.0,,4.0,0
Wetherspoon,France,Male,31.0,,236584.34,255279.46,1.0,1.0,1.0,31.0,0
Giordano,Spain,Female,36.0,717.0,339115.9,174673.46,0.0,1.0,1.0,7.0,0
McKenzie,Germany,Male,33.0,640.0,173354.44,79851.12,0.0,2.0,0.0,25.0,0
Chuang,Germany,Female,28.0,458.0,353864.52,29156.48,1.0,2.0,1.0,7.0,0
Liu,France,,,,296489.94,207322.54,1.0,1.0,0.0,16.0,0
Spinelli,Spain,Female,51.0,590.0,178949.24,391874.18,1.0,2.0,1.0,31.0,0
Menhennitt,Spain,Female,44.0,637.0,325245.16,250908.4,1.0,1.0,1.0,1.0,0
Muldrow,Spain,Male,45.0,587.0,10000.0,327369.62,0.0,1.0,0.0,19.0,0
Ferguson,Germany,Male,76.0,580.0,270669.68,113344.16,1.0,2.0,1.0,7.0,0
Oluchukwu,France,Male,32.0,795.0,244530.42,406634.46,1.0,1.0,1.0,7.0,0
Kao,France,Male,38.0,482.0,259952.38,81696.24,1.0,1.0,0.0,13.0,0
Fan,Spain,Female,36.0,634.0,10000.0,297921.44,1.0,1.0,1.0,4.0,0
Schiavone,Spain,Male,39.0,517.0,10000.0,34931.020000000004,0.0,2.0,1.0,10.0,0
Hsiao,Germany,Female,32.0,715.0,219714.38,238299.6,1.0,2.0,0.0,10.0,0
Mazzi,Spain,Female,39.0,763.0,10000.0,48917.5,1.0,,0.0,22.0,0
Zikoranachidimma,France,Female,65.0,651.0,10000.0,390908.08,1.0,2.0,1.0,1.0,0
Brodney,Germany,Female,30.0,700.0,242754.96,278834.62,1.0,1.0,1.0,13.0,0
Fallaci,Germany,Female,34.0,484.0,306499.08,77476.54,0.0,1.0,1.0,13.0,0
Marcelo,France,Female,33.0,445.0,10000.0,255251.36,1.0,2.0,0.0,22.0,0
Anderson,France,Male,44.0,709.0,267203.96,244062.4,1.0,1.0,0.0,28.0,0
Ma,Spain,Male,76.0,636.0,263069.2,89579.24,1.0,1.0,1.0,28.0,0
Cunningham,Spain,Male,41.0,731.0,10000.0,54598.54,1.0,2.0,0.0,13.0,0
McGregor,France,Female,35.0,411.0,10000.0,197651.56,1.0,2.0,1.0,7.0,0
Folliero,France,Female,36.0,637.0,343879.76,155009.52,1.0,1.0,1.0,28.0,0
Patterson,Spain,Female,31.0,547.0,10000.0,208588.44,0.0,2.0,0.0,28.0,0
Degtyarev,Germany,Male,25.0,547.0,206283.14,114619.6,1.0,2.0,1.0,13.0,0
Li Fonti,Germany,Male,34.0,773.0,263959.5,83646.56,0.0,1.0,0.0,31.0,0
Onochie,France,Male,36.0,774.0,217376.38,247943.48,0.0,1.0,1.0,22.0,0
Chizoba,Spain,Male,36.0,788.0,229265.7,42298.26,1.0,1.0,1.0,31.0,0
Robb,France,Female,35.0,732.0,10000.0,191753.9,1.0,,0.0,,0
Armfield,France,Male,35.0,727.0,282728.92,295509.42,0.0,,0.0,16.0,0
Rice,France,Female,33.0,793.0,10000.0,361088.04,0.0,1.0,0.0,,0
Vorobyova,France,Female,71.0,,10000.0,224473.74,1.0,2.0,1.0,13.0,0
Chinomso,France,Female,34.0,574.0,234648.9,,1.0,2.0,1.0,16.0,0
Ni,Spain,Male,25.0,559.0,10000.0,336442.44,1.0,2.0,,16.0,0
Johnson,France,Male,28.0,775.0,232335.4,308662.02,1.0,1.0,0.0,28.0,0
Onyemauchechukwu,,Female,31.0,695.0,222178.4,209075.36,0.0,1.0,0.0,16.0,0
Sinnett,France,Male,32.0,571.0,272708.5,260513.06,1.0,1.0,0.0,16.0,0
Campbell,Germany,,35.0,670.0,169171.92,407605.8,0.0,1.0,1.0,,0
Ozuluonye,Germany,Male,29.0,627.0,289083.16,171214.66,1.0,2.0,0.0,16.0,0
Chinonyelum,France,Male,34.0,604.0,10000.0,386157.1,,2.0,1.0,22.0,0
Ritchie,Spain,Female,70.0,850.0,10000.0,11410.36,1.0,1.0,1.0,16.0,0
Findlay,France,Female,33.0,850.0,10000.0,32318.38,1.0,2.0,,10.0,0
Archer,France,Female,,637.0,10000.0,300954.72,1.0,2.0,0.0,28.0,0
Mai,France,Male,25.0,445.0,10000.0,248851.88,1.0,2.0,0.0,19.0,0
Muir,France,Male,34.0,497.0,10000.0,176174.26,1.0,2.0,1.0,7.0,0
Murray,Spain,Female,22.0,575.0,220458.68,78794.16,1.0,1.0,1.0,25.0,0
Onyemere,France,Male,34.0,636.0,178110.86,84981.68,0.0,1.0,0.0,4.0,0
Freeman,France,Male,40.0,610.0,10000.0,134465.2,1.0,2.0,0.0,1.0,0
Tsao,France,Male,,602.0,10000.0,242105.84,1.0,2.0,1.0,31.0,0
Ku,France,Female,33.0,640.0,344596.84,,0.0,1.0,1.0,4.0,0
Vial,France,Male,34.0,722.0,10000.0,276894.98,1.0,2.0,1.0,25.0,0
Ford,France,,38.0,850.0,223743.62,68666.01999999999,1.0,2.0,0.0,,0
MacDonald,France,,49.0,837.0,216604.74,111949.14,1.0,1.0,1.0,25.0,0
Phelps,France,Female,34.0,594.0,293051.1,28886.3,0.0,1.0,0.0,22.0,0
Chukwualuka,Spain,Male,39.0,539.0,10000.0,106379.88,1.0,2.0,1.0,7.0,0
Mullawirraburka,France,Male,24.0,778.0,10000.0,335618.4,,2.0,1.0,13.0,0
Hayes-Williams,France,Female,39.0,809.0,10000.0,165411.5,1.0,1.0,0.0,16.0,0
Robertson,France,Male,43.0,750.0,237764.62,159128.82,1.0,1.0,1.0,19.0,0
Ginikanwa,Spain,Female,31.0,470.0,213350.44,100067.5,1.0,2.0,0.0,7.0,0
Wallace,France,Male,30.0,676.0,266414.46,120800.34,1.0,1.0,,4.0,0
Chizuoke,Spain,Male,32.0,555.0,10000.0,118811.58,1.0,,1.0,13.0,0
Azubuike,Germany,Male,41.0,564.0,217045.5,78676.42,1.0,2.0,1.0,28.0,0
Pisano,France,Female,25.0,718.0,,,1.0,2.0,0.0,22.0,0
Ermakova,Germany,Male,23.0,678.0,241127.42,193267.06,1.0,1.0,1.0,31.0,0
Liu,France,Male,33.0,707.0,10000.0,271733.9,0.0,2.0,0.0,7.0,0
Graham,France,Male,55.0,640.0,274872.68,11957.32,1.0,1.0,0.0,31.0,0
Mistry,France,Male,35.0,718.0,10000.0,199641.7,1.0,2.0,0.0,25.0,0
Toscano,Spain,Male,37.0,850.0,186282.2,229318.24,1.0,1.0,0.0,13.0,0
Miller,France,Female,40.0,501.0,10000.0,293893.84,0.0,2.0,0.0,7.0,0
Jarvis,Germany,Male,67.0,689.0,324189.56,208980.02,1.0,1.0,1.0,28.0,0
Ch'eng,France,Female,33.0,758.0,10000.0,,1.0,1.0,0.0,22.0,0
Milano,Germany,Female,39.0,700.0,299101.66,389328.86,1.0,,1.0,16.0,0
Otoole,Germany,Female,36.0,773.0,221717.42,18790.9,,1.0,1.0,13.0,0
Jones,France,Female,51.0,,213258.6,271082.2,0.0,1.0,0.0,13.0,0
Ts'ai,Germany,Male,24.0,,225275.94,349011.66,,2.0,1.0,19.0,0
Maduabuchim,Spain,Female,,568.0,242641.36,101127.88,0.0,1.0,1.0,4.0,0
Milanesi,France,Male,38.0,850.0,10000.0,42983.28,1.0,2.0,0.0,16.0,0
Gray,France,Male,32.0,675.0,10000.0,181802.18,1.0,3.0,0.0,4.0,0
T'an,France,Male,32.0,654.0,10000.0,285797.14,1.0,2.0,1.0,19.0,0
Chidiebere,France,Female,63.0,681.0,10000.0,120108.96,1.0,2.0,1.0,22.0,0
Lei,,Female,36.0,850.0,348051.66,358470.12,,1.0,0.0,10.0,0
Boyle,Germany,Male,30.0,813.0,242833.88,181616.44,0.0,1.0,1.0,4.0,0
Matthews,Spain,Female,40.0,557.0,10000.0,220867.06,0.0,2.0,1.0,13.0,0
Daly,Spain,Female,38.0,457.0,10000.0,356438.18,1.0,2.0,0.0,19.0,0
Liao,France,Female,34.0,638.0,10000.0,407939.56,1.0,2.0,1.0,22.0,0
Eluemuno,Germany,Female,38.0,771.0,285315.42,155971.22,1.0,2.0,0.0,16.0,0
Yobachi,France,Male,44.0,667.0,254555.74,193621.42,1.0,1.0,,25.0,0
Pan,Germany,Female,30.0,655.0,176347.96,378519.2,,,1.0,4.0,0
Hughes-Jones,,Female,41.0,496.0,362048.1,374675.96,1.0,2.0,0.0,4.0,0
Bevan,Spain,Female,34.0,552.0,10000.0,290573.38,1.0,2.0,0.0,13.0,0
Toscano,Spain,Male,37.0,850.0,186282.2,229318.24,1.0,1.0,0.0,13.0,0
Trevisani,France,Male,40.0,694.0,10000.0,90926.06,1.0,2.0,0.0,28.0,0
Reed,France,Female,26.0,584.0,302572.44,220210.7,1.0,1.0,0.0,1.0,0
Baker,France,Female,37.0,673.0,10000.0,84822.7,1.0,2.0,1.0,31.0,0
Chukwualuka,Spain,,36.0,726.0,,400384.8,1.0,1.0,0.0,7.0,0
Ward,France,Male,68.0,850.0,348890.8,382670.14,1.0,1.0,1.0,16.0,0
Akhtar,France,Male,31.0,641.0,234989.98,74463.2,1.0,1.0,1.0,28.0,0
Myers,France,Male,29.0,781.0,,354194.8,0.0,2.0,0.0,28.0,0
Korovina,France,Female,38.0,726.0,10000.0,23574.96,0.0,2.0,0.0,13.0,0
Lo,Spain,Male,38.0,769.0,10000.0,218787.56,0.0,,0.0,19.0,0
Lettiere,Germany,Female,23.0,630.0,285929.02,359141.1,,1.0,1.0,13.0,0
Schatz,France,Male,62.0,562.0,10000.0,221972.02,1.0,2.0,0.0,10.0,0
Kao,France,Female,45.0,551.0,10000.0,112286.86,1.0,2.0,1.0,19.0,0
Pai,Germany,Male,50.0,,186605.3,401874.32,1.0,1.0,1.0,22.0,0
Nebechukwu,France,Female,31.0,594.0,10000.0,21438.22,0.0,1.0,1.0,28.0,0
Chinedum,France,Male,40.0,660.0,273508.22,87523.22,1.0,2.0,1.0,16.0,0
